Criterion,Mean_Hate,Mean_Neutral,Difference,t_stat,p_value,cohens_d,N_obs
Original (200-3000ms),519.6786706349206,505.82916666666665,13.849503968253998,0.628732008661543,0.5571253397846438,0.09636514124054486,188
Stricter (200-1600ms),519.6786706349206,495.66041666666666,24.018253968253987,1.1071888001663093,0.31861293285264675,0.16711951859846022,187
