Participant_ID,Hate_RT,Neutral_RT,Difference,Cohens_d,Direction
944896,381.6875,291.6,90.08749999999998,0.4308584139955192,H>N
195856,507.6875,465.5625,42.125,0.544268703002485,H>N
212687,431.4375,409.1875,22.25,0.35599943040136706,H>N
639397,504.75,490.9375,13.8125,0.12837760826858874,H>N
613690,794.6428571428571,809.8125,-15.16964285714289,-0.0780598770845302,N>H
165678,497.8666666666667,567.875,-70.00833333333333,-0.41104855580448507,N>H
